experiment,seed,stored_records_control,stored_records_treatment,graph_edges,queries,control_retrieval_accuracy,treatment_retrieval_accuracy,accuracy_delta,compression_ratio,control_utility,treatment_utility,control_lowhazard_risky_rate,treatment_lowhazard_risky_rate,control_missed,treatment_missed,treatment_forgotten,peak_pending,mean_best_latent_diagnosticity,control_best_estimated_reward,treatment_best_estimated_reward,control_states_visited,treatment_states_visited,true_elite_count,control_accuracy,treatment_accuracy,reversal_accuracy_with_stale_intuition,intuition_use_rate,source_compatibility_score,incompatible_source_score,gated_incompatible_accuracy,incompatible_source_used,agents,malicious_or_low_reliability_agents,control_safe_false_reject,treatment_safe_false_reject,control_execution_rate,treatment_execution_rate,mean_weighted_correction_step,tasks,replay_extra_examples_per_task,dream_extra_examples_per_task,dream_validator_error_rate,rejection_rate,control_unsafe_imitation_rate,treatment_unsafe_imitation_rate,control_goal_completion_rate,treatment_goal_completion_rate,control_suboptimal_resolution_rate,treatment_suboptimal_resolution_rate,false_survival_bypass_rate_non_threat,override_activation_rate
dream_consolidation,33032,,,,,0.95,1.0,0.050000000000000044,0.11342155009451796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,33085,,,,,0.9833333333333333,1.0,0.01666666666666672,0.11549566891241578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,33138,,,,,0.925,1.0,0.07499999999999996,0.1214859437751004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30011,,,,,,,,,0.32120531911414735,0.3390678385762088,0.7846153846153846,0.7538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30064,,,,,,,,,0.31485276121359146,0.3303543803266853,0.7424242424242424,0.6931818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30117,,,,,,,,,0.31500835261687143,0.3309543740202624,0.781021897810219,0.7153284671532847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30170,,,,,,,,,0.32614581723126773,0.3369734628718575,0.7832699619771863,0.7414448669201521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30223,,,,,,,,,0.31905750588284876,0.3346771036873032,0.7345454545454545,0.7090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30276,,,,,,,,,0.31216588060697886,0.33148408474787794,0.7027027027027027,0.6872586872586872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30329,,,,,,,,,0.3187210130928516,0.33391750339030396,0.7579365079365079,0.7182539682539683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30382,,,,,,,,,0.31034447980454943,0.32278197608354553,0.7196969696969697,0.6893939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30435,,,,,,,,,0.31768019201555,0.33346557347645445,0.7344398340248963,0.6970954356846473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30488,,,,,,,,,0.3296301424408062,0.34474517992869513,0.7463768115942029,0.7137681159420289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30541,,,,,,,,,0.3119026846074699,0.3297704250233886,0.7602996254681648,0.7228464419475655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30594,,,,,,,,,0.31260445044966984,0.3316030719040224,0.7450199203187251,0.7250996015936255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30647,,,,,,,,,0.3158157480487202,0.33072361314455057,0.7265625,0.69921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30700,,,,,,,,,0.3060034182506954,0.3259016018946136,0.7205240174672489,0.6943231441048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30753,,,,,,,,,0.3122427854655037,0.33018671262930277,0.7314814814814815,0.6944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30806,,,,,,,,,0.31250916567861586,0.3292555968935649,0.7309236947791165,0.6907630522088354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30859,,,,,,,,,0.31704102346325286,0.33349175969830697,0.7798507462686567,0.7574626865671642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30912,,,,,,,,,0.314409713272868,0.3362093868746408,0.7790262172284644,0.7565543071161048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,30965,,,,,,,,,0.3089198491717759,0.32306672063809583,0.7479674796747967,0.6991869918699187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31018,,,,,,,,,0.3082657028141804,0.3257332909413075,0.7403100775193798,0.7131782945736435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31071,,,,,,,,,0.3212341174070189,0.33682484061377826,0.8,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31124,,,,,,,,,0.32525944086041886,0.3392520959452044,0.7379032258064516,0.7056451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31177,,,,,,,,,0.31523091750012866,0.3306748057695001,0.736,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31230,,,,,,,,,0.30787971717874474,0.3261944809783763,0.7606177606177607,0.722007722007722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31283,,,,,,,,,0.322823060218894,0.33498374473070963,0.7366412213740458,0.7022900763358778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31336,,,,,,,,,0.31002116242655764,0.32491483500654844,0.75,0.7201492537313433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31389,,,,,,,,,0.2976666300020516,0.31873590739976315,0.7682926829268293,0.7357723577235772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31442,,,,,,,,,0.3133361049944621,0.3308895446808568,0.7805755395683454,0.7446043165467626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31495,,,,,,,,,0.3107755989896558,0.3245089002896537,0.8040816326530612,0.7714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31548,,,,,,,,,0.31055709816480886,0.3303206548984747,0.7905138339920948,0.7628458498023716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31601,,,,,,,,,0.3076122885561971,0.32757915020302053,0.6857142857142857,0.6448979591836734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31654,,,,,,,,,0.3172340836031707,0.33337709625461104,0.7580071174377224,0.7295373665480427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31707,,,,,,,,,0.31472631111789284,0.33244829819253924,0.6955017301038062,0.671280276816609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31760,,,,,,,,,0.3221377806342692,0.3353771557991699,0.7795275590551181,0.7519685039370079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31813,,,,,,,,,0.3086334654210417,0.32606087582959986,0.7510204081632653,0.7306122448979592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31866,,,,,,,,,0.31326173339896035,0.32695879680676965,0.7593984962406015,0.7105263157894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31919,,,,,,,,,0.30504817755195573,0.3248938861852711,0.7094017094017094,0.6709401709401709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,31972,,,,,,,,,0.306697036954475,0.3291386019871242,0.732,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32025,,,,,,,,,0.31026892079214874,0.32873727976065764,0.7747035573122529,0.7233201581027668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32078,,,,,,,,,0.31642305105507035,0.33548296540138445,0.7923076923076923,0.7653846153846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32131,,,,,,,,,0.3144318741072286,0.33044611581009803,0.7346938775510204,0.6857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32184,,,,,,,,,0.3171149159980992,0.3317584615668398,0.7480314960629921,0.7165354330708661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32237,,,,,,,,,0.31797543579155213,0.3345782257916494,0.7283950617283951,0.6872427983539094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32290,,,,,,,,,0.3103569523383381,0.32477428282919973,0.736,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32343,,,,,,,,,0.31376047004367547,0.33076101525160917,0.7394636015325671,0.685823754789272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32396,,,,,,,,,0.30576877243014616,0.3272724201899765,0.7125506072874493,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32449,,,,,,,,,0.3074821756123095,0.324663098436648,0.7843137254901961,0.7254901960784313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32502,,,,,,,,,0.3180752019100761,0.3320355213632014,0.779467680608365,0.7186311787072244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32555,,,,,,,,,0.3085648369897364,0.32559489031557215,0.7824267782426778,0.7447698744769874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32608,,,,,,,,,0.3057958459753005,0.3270224021788867,0.7818930041152263,0.7407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32661,,,,,,,,,0.3117687933788242,0.32809839007550384,0.7651515151515151,0.7007575757575758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32714,,,,,,,,,0.3177090260479791,0.33395647312322013,0.7558139534883721,0.7209302325581395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32767,,,,,,,,,0.3149667777880955,0.3302804747595891,0.7401574803149606,0.7125984251968503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32820,,,,,,,,,0.31329872082464955,0.33370496383429826,0.7611336032388664,0.728744939271255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32873,,,,,,,,,0.3092537734440847,0.3313007215558864,0.8171206225680934,0.754863813229572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32926,,,,,,,,,0.31927588361443865,0.3343052540909966,0.7807692307692308,0.7461538461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,32979,,,,,,,,,0.31610393110830104,0.32951986847218734,0.7712177121771218,0.7416974169741697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,33032,,,,,,,,,0.3154681673931158,0.33359529300713164,0.7653846153846153,0.7346153846153847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,33085,,,,,,,,,0.29457164771081584,0.31417096339765527,0.757201646090535,0.720164609053498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pad_risk,33138,,,,,,,,,0.3140840895496917,0.33255408547292015,0.7131474103585658,0.6892430278884463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30011,,,,,,,,,,,,,39.0,35.0,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30064,,,,,,,,,,,,,40.0,32.0,7.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30117,,,,,,,,,,,,,44.0,40.0,3.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30170,,,,,,,,,,,,,41.0,34.0,4.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30223,,,,,,,,,,,,,38.0,35.0,2.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30276,,,,,,,,,,,,,41.0,34.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30329,,,,,,,,,,,,,42.0,36.0,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30382,,,,,,,,,,,,,37.0,39.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30435,,,,,,,,,,,,,34.0,30.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30488,,,,,,,,,,,,,39.0,38.0,5.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30541,,,,,,,,,,,,,43.0,27.0,3.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30594,,,,,,,,,,,,,35.0,40.0,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30647,,,,,,,,,,,,,39.0,35.0,3.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30700,,,,,,,,,,,,,30.0,28.0,3.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30753,,,,,,,,,,,,,37.0,35.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30806,,,,,,,,,,,,,45.0,40.0,2.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30859,,,,,,,,,,,,,38.0,34.0,8.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30912,,,,,,,,,,,,,38.0,34.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,30965,,,,,,,,,,,,,38.0,26.0,5.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31018,,,,,,,,,,,,,42.0,38.0,4.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31071,,,,,,,,,,,,,43.0,40.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31124,,,,,,,,,,,,,36.0,36.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31177,,,,,,,,,,,,,44.0,39.0,4.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31230,,,,,,,,,,,,,43.0,40.0,4.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31283,,,,,,,,,,,,,33.0,31.0,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31336,,,,,,,,,,,,,42.0,34.0,1.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31389,,,,,,,,,,,,,35.0,29.0,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31442,,,,,,,,,,,,,36.0,33.0,5.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31495,,,,,,,,,,,,,41.0,34.0,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31548,,,,,,,,,,,,,47.0,41.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31601,,,,,,,,,,,,,39.0,42.0,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31654,,,,,,,,,,,,,39.0,38.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31707,,,,,,,,,,,,,40.0,31.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31760,,,,,,,,,,,,,37.0,30.0,5.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31813,,,,,,,,,,,,,37.0,33.0,3.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31866,,,,,,,,,,,,,36.0,36.0,4.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31919,,,,,,,,,,,,,33.0,28.0,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,31972,,,,,,,,,,,,,44.0,33.0,7.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32025,,,,,,,,,,,,,36.0,32.0,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32078,,,,,,,,,,,,,42.0,40.0,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32131,,,,,,,,,,,,,40.0,38.0,4.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32184,,,,,,,,,,,,,36.0,32.0,3.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32237,,,,,,,,,,,,,37.0,39.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32290,,,,,,,,,,,,,43.0,34.0,2.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32343,,,,,,,,,,,,,37.0,32.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32396,,,,,,,,,,,,,28.0,32.0,1.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32449,,,,,,,,,,,,,37.0,35.0,5.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32502,,,,,,,,,,,,,38.0,38.0,2.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32555,,,,,,,,,,,,,39.0,33.0,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32608,,,,,,,,,,,,,38.0,33.0,3.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32661,,,,,,,,,,,,,35.0,34.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32714,,,,,,,,,,,,,37.0,32.0,6.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32767,,,,,,,,,,,,,32.0,39.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32820,,,,,,,,,,,,,42.0,43.0,5.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32873,,,,,,,,,,,,,39.0,33.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32926,,,,,,,,,,,,,41.0,37.0,3.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,32979,,,,,,,,,,,,,31.0,30.0,6.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,33032,,,,,,,,,,,,,41.0,33.0,2.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,33085,,,,,,,,,,,,,35.0,28.0,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tam_postpone,33138,,,,,,,,,,,,,39.0,37.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30011,,,,,,,,,,,,,,,,,0.7854003583446373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30064,,,,,,,,,,,,,,,,,0.7777558312860291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30117,,,,,,,,,,,,,,,,,0.7848040033630771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30170,,,,,,,,,,,,,,,,,0.7884006161763017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30223,,,,,,,,,,,,,,,,,0.7830627867029689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30276,,,,,,,,,,,,,,,,,0.7868219161285276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30329,,,,,,,,,,,,,,,,,0.7808173463595963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30382,,,,,,,,,,,,,,,,,0.7844035062953424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30435,,,,,,,,,,,,,,,,,0.7835977933430165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30488,,,,,,,,,,,,,,,,,0.7894727549520598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30541,,,,,,,,,,,,,,,,,0.7803445417291643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30594,,,,,,,,,,,,,,,,,0.7832993707881208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30647,,,,,,,,,,,,,,,,,0.7770209118177573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30700,,,,,,,,,,,,,,,,,0.7833806412039697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30753,,,,,,,,,,,,,,,,,0.7744430105438453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30806,,,,,,,,,,,,,,,,,0.7770434878588183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30859,,,,,,,,,,,,,,,,,0.7856982238362398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30912,,,,,,,,,,,,,,,,,0.7795642335146086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,30965,,,,,,,,,,,,,,,,,0.7798760358845249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31018,,,,,,,,,,,,,,,,,0.7796392024854695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31071,,,,,,,,,,,,,,,,,0.7855521432530491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31124,,,,,,,,,,,,,,,,,0.7853812827588894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31177,,,,,,,,,,,,,,,,,0.7802995968752374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31230,,,,,,,,,,,,,,,,,0.7868970544764216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31283,,,,,,,,,,,,,,,,,0.7915362230645752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31336,,,,,,,,,,,,,,,,,0.7775988109116768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31389,,,,,,,,,,,,,,,,,0.7782395999509159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31442,,,,,,,,,,,,,,,,,0.7742750985038324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31495,,,,,,,,,,,,,,,,,0.787979132393343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31548,,,,,,,,,,,,,,,,,0.777055046611214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31601,,,,,,,,,,,,,,,,,0.7807085432942905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31654,,,,,,,,,,,,,,,,,0.7806905171088768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31707,,,,,,,,,,,,,,,,,0.7815529078927639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31760,,,,,,,,,,,,,,,,,0.7853787861741911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31813,,,,,,,,,,,,,,,,,0.7839684751795696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31866,,,,,,,,,,,,,,,,,0.7791608525285159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31919,,,,,,,,,,,,,,,,,0.7768669882050973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,31972,,,,,,,,,,,,,,,,,0.7760789926794678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32025,,,,,,,,,,,,,,,,,0.7783540093305068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32078,,,,,,,,,,,,,,,,,0.7793359148671435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32131,,,,,,,,,,,,,,,,,0.7771880075439083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32184,,,,,,,,,,,,,,,,,0.7788138238716942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32237,,,,,,,,,,,,,,,,,0.7848336797988428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32290,,,,,,,,,,,,,,,,,0.7878943435812912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32343,,,,,,,,,,,,,,,,,0.7841851825126521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32396,,,,,,,,,,,,,,,,,0.7903090385737973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32449,,,,,,,,,,,,,,,,,0.7828791172825651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32502,,,,,,,,,,,,,,,,,0.7878703770752069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32555,,,,,,,,,,,,,,,,,0.7837694112474979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32608,,,,,,,,,,,,,,,,,0.7817114166314036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32661,,,,,,,,,,,,,,,,,0.7887479658301617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_cue,32714,,,,,,,,,,,,,,,,,0.7770647791316245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
